Date,Close,High,Low,Open,Volume
2018-03-19,240.39053344726562,243.8654415771406,238.72862675942486,242.9322938275837,109208400
2018-03-20,240.7994384765625,241.43931993748407,240.1151046054154,240.79054257018424,59757300
2018-03-21,240.33729553222656,242.86126497961098,240.12401074338666,240.754996324816,78709600
2018-03-22,234.3295440673828,238.95088618591788,234.05401505749276,238.09771992308572,148785900
2018-03-23,229.33486938476562,235.1026978360799,229.1393493165573,234.7738747944711,183534800
2018-03-26,235.60926818847656,235.89366596917182,230.54356493796016,232.96089183053942,141956100
2018-03-27,231.60113525390625,237.08453898767965,230.03697466208033,236.5513270783424,129941400
2018-03-28,230.91680908203125,233.4141448412357,229.80590569801302,231.7344459062011,146452300
2018-03-29,233.8673553466797,235.74257420474873,230.92568560247747,232.06324948735025,111601600
2018-04-02,228.81947326660156,233.84964785203115,226.33104657451912,233.334173410914,186286300
2018-04-03,231.75221252441406,232.23213038436833,228.25953876520595,230.0636447909927,119956900
2018-04-04,234.2317352294922,234.94270248797312,228.0462332913881,228.17953626214546,123715300
2018-04-05,236.08035278320312,236.96907564032105,234.90723210260688,236.0003438589936,82652600
2018-04-06,230.81906127929688,235.60926254045447,229.29045714678506,234.10734612580416,179521200
2018-04-09,231.95663452148438,235.3693265793845,231.0145905893296,232.28545759494108,105442900
2018-04-10,235.64480590820312,236.43578208740075,233.71629294022804,234.86272563446352,103529000
2018-04-11,234.40945434570312,236.08025697851667,234.08063136147754,234.15171722766488,91140200
2018-04-12,236.33799743652344,237.28893713950225,235.56481310441114,235.7425684752777,68890500
2018-04-13,235.64480590820312,237.7688660662761,234.6316761875226,237.65332778197418,85079200
2018-04-16,237.5822296142578,238.3554411524752,236.46245744482425,237.28896305412786,63405300
2018-04-17,240.12403869628906,240.72836374946306,238.84427557093812,239.3597229111936,64682000
2018-04-18,240.3017578125,241.1104716493528,239.83960462382296,240.56836378930137,57303900
2018-04-19,238.96873474121094,239.84856181111556,237.92891692268216,239.64414576222927,77655900
2018-04-20,236.94235229492188,239.11973381617202,236.05362957141818,238.89755313529608,99953100
2018-04-23,236.90682983398438,238.07995037247753,235.82258699477092,237.52005070084826,65558000
2018-04-24,233.71630859375,238.15992215428597,232.20546913450184,237.9377414762592,112885500
2018-04-25,234.29393005371094,234.73829132844114,231.8232824510774,233.65404873323305,103840900
2018-04-26,236.6757354736328,237.51113696515168,234.8805254182752,235.3248867596506,67731900
2018-04-27,236.8979034423828,237.5911060128939,235.95585961891035,237.28894357155957,57053600
2018-04-30,235.07606506347656,238.0799523207147,235.00495205480453,237.52005264450372,82182300
2018-05-01,235.49375915527344,235.60040154358634,232.94310213368462,234.50726282004828,74203400
2018-05-02,233.911865234375,236.11588054701045,233.52082501019729,235.29827071221632,86368900
2018-05-03,233.39633178710938,234.05397785166107,230.22358550191518,233.0764046600287,136311500
2018-05-04,236.41798400878906,237.1023177910003,232.08990914491505,232.41873217818744,91222100
2018-05-07,237.21791076660156,238.1954841865917,236.4980203191818,237.19125016645035,55304900
2018-05-08,237.21791076660156,237.5822632614453,235.64485399267448,236.84463524281608,67499200
2018-05-09,239.5107421875,239.83956521207637,237.36891745359867,237.89326053625578,59666100
2018-05-10,241.7503204345703,242.07917059039139,240.15063054668255,240.25727292298677,72063900
2018-05-11,242.48797607421875,242.75458201571308,241.3592809713471,241.87475528711937,59871500
2018-05-14,242.60350036621094,243.58107350975945,242.05246958279415,242.92342747755535,54790600
2018-05-15,240.9326934814453,241.38592354815603,239.9817538249908,241.3681588606032,87036100
2018-05-16,241.94586181640625,242.40801498332831,240.94160081495144,240.96828853304132,53942600
2018-05-17,241.74143981933594,242.82568246146604,240.95935960249966,241.6792227289828,56536400
2018-05-18,241.13710021972656,241.75921691185624,240.78161659065063,241.39483737751314,64368000
2018-05-21,242.95013427734375,243.49226925911267,242.23916692469527,242.63020710515173,58025900
2018-05-22,242.27462768554688,243.7321456038162,241.94580470004078,243.47440848477427,52966400
2018-05-23,242.94129943847656,242.96798716453367,240.8350303270999,240.9950210750784,64694200
2018-05-24,242.44358825683594,242.81686379603156,240.64837782198188,242.5413618758725,76043800
2018-05-25,241.86590576171875,242.4968913586939,241.3593272540763,241.86590576171875,56374800
2018-05-29,239.0841827392578,240.99495833548855,237.96441052496186,240.2306426726631,115908600
2018-05-30,242.27462768554688,242.71898893550826,240.3283503626417,240.39943622910585,69678400
2018-05-31,240.79049682617188,242.16800596982134,240.18617198390376,241.86584354868728,93519900
2018-06-01,243.15460205078125,243.45676459608194,242.02590655798593,242.09701958139303,71258400
2018-06-04,244.3098907470703,244.5676279515035,243.74112226194265,243.98106765262142,45385200
2018-06-05,244.4875946044922,244.86973881629476,243.6699578725396,244.44314220114623,51135000
2018-06-06,246.5316619873047,246.6383043676994,244.4787147997166,245.10083151423686,62732200
2018-06-07,246.50502014160156,247.31376108332609,245.589636811371,247.02049451493454,72969400
2018-06-08,247.23374938964844,247.28707057745237,245.87400485732354,246.0428643259234,72139700
2018-06-11,247.56263732910156,248.28250067485502,247.3404566144451,247.45599492553353,58892500
2018-06-12,247.8824920654297,248.2468444240052,247.23371487550227,247.980238522204,72329000
2018-06-13,247.0916290283203,248.38028809359878,246.88721299567723,248.12255085620893,79070600
2018-06-14,247.71368408203125,248.2468959964065,247.11822794876022,247.96252534929437,77097600
2018-06-15,247.39768981933594,247.7369252989717,245.80866092271575,246.9245527670685,120041600
2018-06-18,246.88877868652344,247.01377162062857,245.45152340499544,245.9335689533948,52917600
2018-06-19,245.94248962402344,246.16566792676755,244.18384350866194,244.6034198075587,97531500
2018-06-20,246.3621368408203,247.0316719417853,246.02290136404557,246.6299399838251,53785500
2018-06-21,244.8177032470703,246.37104301976845,244.31778594470416,246.353171316752,71061400
2018-06-22,245.26412963867188,246.201495279623,245.04095123512982,246.08543815082794,54898500
2018-06-25,241.92539978027344,244.26430519041347,240.22924928954626,244.1036232714249,137854200
2018-06-26,242.46092224121094,243.3179193263038,241.73782669387535,242.49663839909493,68547400
2018-06-27,240.45240783691406,244.48746340441278,240.30063454143612,243.05020761977178,105110700
2018-06-28,241.8270721435547,242.5947923562196,239.68453884317069,240.39872569111287,76650500
2018-06-29,242.17535400390625,244.30001681583389,242.0592968723115,242.92523018868224,97592500
2018-07-02,242.69300842285156,242.8537175111191,240.35410409229647,240.59515410297473,63554800
2018-07-03,241.83599853515625,243.69285723292634,241.40751363832052,243.5946446151051,42187100
2018-07-05,243.8088836669922,243.8713801280583,241.88955577746836,242.9697583412307,56925900
2018-07-06,245.87110900878906,246.24603333836018,243.45183635113958,243.8357237750595,66493700
2018-07-09,248.08509826660156,248.13865890188907,246.83530470413268,246.8799294857201,50550400
2018-07-10,248.97776794433594,249.07598058734965,248.24573639987568,248.5403470854653,51966800
2018-07-11,247.1566162109375,248.21003871672426,246.85309692738898,247.41551072234236,77054700
2018-07-12,249.3972930908203,249.4508537056568,247.81720046625236,248.42423893002973,60124700
2018-07-13,249.59373474121094,249.89725402617813,248.76351782261386,249.21881037179003,48216000
2018-07-16,249.3705596923828,249.78120023118984,248.9242029891509,249.63839006039262,48201000
2018-07-17,250.37942504882812,250.77222127594652,248.5404369143473,248.5939975595488,52315500
2018-07-18,250.90597534179688,251.01309656920634,250.01326212212393,250.4596187319604,44593500
2018-07-19,249.9597625732422,250.62036179928108,249.47768968868434,250.2365015594721,61412100
2018-07-20,249.67408752441406,250.38827462009297,249.51340564418084,249.75442846453066,82337700
2018-07-23,250.13833618164062,250.34364285295118,249.12062970426848,249.46880104972345,47047600
2018-07-24,251.39700317382812,252.2450917866238,250.52216149268153,251.5577122880871,68026900
2018-07-25,253.5395965576172,253.86096037460777,251.10247863827803,251.14710342059666,78882900
2018-07-26,252.94140625,253.62878574612645,252.7182279046206,252.8164405431817,57919500
2018-07-27,251.2274932861328,253.37000064789376,250.29906344010135,253.27178797748255,76768700
2018-07-30,249.91510009765625,251.46841252713094,249.38837527459845,251.3077306710021,63742500
2018-07-31,251.14700317382812,251.7629774873139,250.29894194408476,250.6828020978669,68570500
2018-08-01,250.72743225097656,251.86119552302227,250.0757690092586,251.35234242817245,53853300
2018-08-02,252.0933380126953,252.26292848658707,249.2098640613417,249.4151979411364,63426400
2018-08-03,253.17356872558594,253.22712935921462,252.03980507904922,252.21835868678187,53935400
2018-08-06,254.10194396972656,254.4143718510928,252.81643455133218,253.20923060936656,39400900
2018-08-07,254.94102478027344,255.324912162965,254.63750556016365,254.77143433550336,43196600
2018-08-08,254.83383178710938,255.2355635131008,254.36963085945658,254.771362585448,42114600
2018-08-09,254.48585510253906,255.28929183895238,254.35195352037937,254.89649570231384,35717000
2018-08-10,252.78065490722656,253.58409128109136,252.06646805222454,253.03954934488002,77076000
2018-08-13,251.83447265625,253.6734602054075,251.53986195795085,253.05748573818502,65732900
2018-08-14,253.44137573242188,253.6824258308575,252.17373772606902,252.5665338742658,43842000
2018-08-15,251.54876708984375,252.22723795487113,250.10257581940064,252.08440054942065,102925400
2018-08-16,253.5841064453125,254.45897517871572,252.95919631524671,252.99491247099334,69967900
2018-08-17,254.4769744873047,254.9233313536956,252.96828609942656,253.37892678833708,65618500
2018-08-20,255.02145385742188,255.289256985179,254.47688450638043,254.932177067019,39807500
2018-08-21,255.6195831298828,256.485516324137,255.0571692597496,255.53924218321438,67272000
2018-08-22,255.46778869628906,255.99448629809032,254.94106385103868,255.20889419931925,44993300
2018-08-23,255.1285400390625,256.1551548789504,254.80714908648025,255.2892218936298,49204900
2018-08-24,256.6640319824219,256.8068693920913,255.6552615065038,255.70882212969855,57487400
2018-08-27,258.6904602050781,258.797581442632,257.7084701217543,257.86915197808514,57072400
2018-08-28,258.81549072265625,259.26184743957043,258.3512623012562,259.1546989430114,46943500
2018-08-29,260.2080993652344,260.44018631273985,258.7886883954042,259.0297111943925,61485500
2018-08-30,259.1546630859375,260.1009370153914,258.55656042436004,259.72601268139175,61229500
2018-08-31,259.1637268066406,259.61008368202573,258.2531685885011,258.7441502540401,66140800
2018-09-04,258.7173156738281,259.07439565055813,257.7085449880602,258.74409599099647,57594400
2018-09-05,258.02093505859375,258.56550436150695,257.00325601960617,258.36017048607266,72452400
2018-09-06,257.2442626953125,258.43155937364793,256.20871201863673,258.12804012688133,65909900
2018-09-07,256.7444152832031,257.7264056095643,255.9498871689571,256.1909372565599,73524800
2018-09-10,257.1907043457031,258.02985701793557,256.99430633212853,257.76202668481704,50210900
2018-09-11,258.03887939453125,258.48523623641313,256.1909827741696,256.53912694423843,50530500
2018-09-12,258.101318359375,258.7083569905936,257.3068175245205,258.0477577297647,59810800
2018-09-13,259.62786865234375,259.81535811233226,258.8869283961235,259.17260326933473,51034200
2018-09-14,259.67254638671875,260.0206905376083,258.8869540293316,259.83322830251393,55079900
2018-09-17,258.29766845703125,259.65458289430546,258.0209295076099,259.6188939768274,68244000
2018-09-18,259.6991882324219,260.2972907923437,258.48508417015915,258.51186447517887,61930400
2018-09-19,259.97601318359375,260.39558959674406,259.6278418596497,259.7528348200766,49080600
2018-09-20,262.0828552246094,262.40424629765965,259.9939086018853,261.2437294772989,100360600
2018-09-21,261.84332275390625,262.9463405779948,261.6819135211442,262.82975812096424,105479700
2018-09-24,260.97344970703125,261.4039016612901,260.39056483362805,261.26041767653714,53409600
2018-09-25,260.73138427734375,261.53845789547455,260.4892704019376,261.4308517286274,44370000
2018-09-26,259.951171875,262.0674991394297,259.52969620904696,260.8748278195219,79739700
2018-09-27,260.67755126953125,261.771592784849,260.14846943208374,260.4264611201193,59249500
2018-09-28,260.7044677734375,261.20664810108815,260.01397666461173,260.04982714031865,70091400
2018-10-01,261.6101989746094,262.6862879497626,260.93763310259783,261.9509426950039,62078900
2018-10-02,261.4577331542969,262.17512578926795,261.08111159930826,261.4577331542969,47258200
2018-10-03,261.6012268066406,262.9373822694521,261.24253047592066,262.5159065549928,64694600
2018-10-04,259.556640625,261.17078787751586,257.9604186115469,261.1169847935505,111545900
2018-10-05,258.1039123535156,260.30094467632426,256.6690995378739,259.78083905612795,105951700
2018-10-08,258.1039123535156,258.4626087157315,256.023435139174,257.41339380530235,87742200
2018-10-09,257.727294921875,259.03654911922155,257.1623350830334,257.71834598429984,74339000
2018-10-10,249.56680297851562,257.2878745857994,249.19018135871417,257.21611888988895,214731000
2018-10-11,244.06967163085938,250.10481158769392,242.44652089272267,248.4727119144293,274840500
2018-10-12,247.45944213867188,248.48172814914594,244.24904535407236,248.1947601099054,183186500
2018-10-15,246.0694580078125,248.43690329980754,245.97977707400443,247.10072032965846,102263700
2018-10-16,251.44998168945312,251.8266306588255,247.56704635417736,248.04232519244593,118255800
2018-10-17,251.49478149414062,252.12249315174952,248.90314815169987,251.4858051928067,110626000
2018-10-18,247.86297607421875,251.15407763180875,246.58062351195272,250.5532399839247,134557500
2018-10-19,247.72840881347656,250.4634988509523,247.02894145973298,248.51755708267922,139901600
2018-10-22,246.61647033691406,248.7238215743317,246.07841214930215,248.40100308183028,82415800
2018-10-23,245.36099243164062,246.49091189042818,240.87721980696145,242.97564947807442,146352700
2018-10-24,237.92694091796875,245.4955520546709,237.3709574355914,245.10992677163392,177806700
2018-10-25,242.1953887939453,243.74678358172395,238.742906639612,239.7741686090922,138061500
2018-10-26,237.93585205078125,243.02046194918,235.20973815956194,238.46496127210392,201574600
2018-10-29,236.61767578125,242.34795129955899,233.02170813826052,241.04764607205342,160749100
2018-10-30,240.1239013671875,240.43777086162964,235.95399913180134,236.44723044214496,157116000
2018-10-31,242.688720703125,245.0202883183115,242.23136706408846,242.70664594448263,128296300
2018-11-01,245.27133178710938,245.46861887156703,242.46448582646087,243.5585274099487,99495000
2018-11-02,243.818603515625,246.81376037677262,241.75605166625672,246.383308348183,122634100
2018-11-05,245.16372680664062,245.7197102200329,243.33433995711144,244.3117990817488,65622500
2018-11-06,246.71511840820312,246.87652766636725,245.0381917036822,245.10097109300546,60085900
2018-11-07,251.9970245361328,252.07772916792334,248.47275808060493,248.9032101502669,102752100
2018-11-08,251.53964233398438,252.1853066817052,250.3917976454558,251.18989493586324,65584900
2018-11-09,249.08253479003906,250.40971391459001,247.66564737675756,250.22140313522604,98812600
2018-11-12,244.42840576171875,248.81352148681145,243.90827277285172,248.5714075989599,99673600
2018-11-13,243.97103881835938,246.90341632239995,243.24466982775505,244.89469490312644,98176600
2018-11-14,242.3031005859375,246.25776423562638,240.73378005718604,245.8542410911572,125335900
2018-11-15,244.83189392089844,245.29822375693627,239.44241820140843,241.0296637507252,135101400
2018-11-16,245.46861267089844,246.38329238476476,243.20877387569087,243.7289067973838,126668000
2018-11-19,241.31661987304688,245.15472769562118,240.3929639152032,244.8587834116556,103061700
2018-11-20,236.8507843017578,239.43344153293177,235.9809313782968,237.962751078101,136021300
2018-11-21,237.6579132080078,239.5680050371414,237.648964270703,238.41118384811472,75563700
2018-11-23,236.07061767578125,237.4785287822725,235.90920843684947,236.00783829393833,42807900
2018-11-26,239.88182067871094,240.10600929616766,237.94482773987176,238.33940189593758,79981400
2018-11-27,240.6888885498047,240.6888885498047,238.2317901178152,238.84157657488538,75502400
2018-11-28,246.23085021972656,246.2308502197266,240.6261343295236,241.76503011315003,127629600
2018-11-29,245.6928253173828,247.1007091842301,244.30283932299966,245.45068407034492,82346400
2018-11-30,247.19041442871094,247.75537423833464,245.21757061375436,245.54038915252212,98204200
2018-12-03,250.46351623535156,251.44995164032227,248.85834541434582,251.34234548101182,103176300
2018-12-04,242.34793090820312,250.06002594977548,242.034061324513,249.6295738892766,177986000
2018-12-06,241.98019409179688,242.09677653770106,235.34421727719905,238.4649323133007,204185400
2018-12-07,236.3576202392578,243.21778756472173,235.51466871254416,241.6394906863168,161018900
2018-12-10,236.80599975585938,237.783459010471,231.91867611602203,236.17826057333338,151445900
2018-12-11,236.85975646972656,240.21360934420878,235.38011710550055,240.02529857303153,121504400
2018-12-12,238.05252075195312,241.22704039607325,237.97181610423624,239.85500665131715,97976700
2018-12-13,237.9717559814453,239.8728712921134,236.8508127683837,239.00301826410646,96662700
2018-12-14,233.57763671875,236.77008042652372,233.0216533288351,235.81054658043217,116961100
2018-12-17,228.9952392578125,233.73906474079655,227.35417681207716,232.61812156885068,165492300
2018-12-18,228.744140625,231.31783535733894,227.1299797803979,230.64526947903704,134515100
2018-12-19,225.31849670410156,232.61807668398566,223.6057062672352,228.82480955340017,214992800
2018-12-20,221.65078735351562,225.64134176790873,219.3909623939208,224.06305892181913,252053400
2018-12-21,217.1092987060547,225.23624896094057,216.45986388230614,222.5573337538015,255345600
2018-12-24,211.3726348876953,217.2355782530651,211.30950265452,215.6119911838422,147311600
2018-12-26,222.0522003173828,222.0522003173828,210.8494705935896,212.84287732090513,218485400
2018-12-27,223.7570037841797,223.95542922159316,215.5398619255907,218.79605129303653,186267300
2018-12-28,223.4683074951172,226.76056968851728,222.29571624702513,225.11895295182256,153100200
2018-12-31,225.4256591796875,225.66920067915444,223.21578329503592,225.10094176816315,144299400
2019-01-02,225.66017150878906,226.58923518812233,221.8447522534414,221.87181089074002,126925200
2019-01-03,220.2752685546875,224.2079505863008,219.78818561793517,223.90126312996705,144140700
2019-01-04,227.65359497070312,228.30302984004322,222.94519904963533,223.32403376286777,142628800
2019-01-07,229.44850158691406,230.86462046419035,227.0221433134714,227.92413441804982,103139100
2019-01-08,231.604248046875,232.09133095506823,229.10574257482227,231.64936411845053,102512600
2019-01-09,232.68667602539062,233.53454997395662,231.08113275553774,232.31685632215758,95006600
2019-01-10,233.50750732421875,233.7600637819376,230.45877238894823,231.1442945712948,96823900
2019-01-11,233.5977325439453,233.62479118370732,231.83883837964026,232.425127258878,73858100
2019-01-14,232.17251586914062,232.9843023966014,231.27955344159233,231.68543294203005,70908200
2019-01-15,234.83340454101562,235.14910695304488,232.5423392820038,232.5513680021316,85208300
2019-01-16,235.4016876220703,236.29465015594596,235.05892654094148,235.26636691255945,77636700
2019-01-17,237.1875762939453,238.05350758494998,234.4816029443706,234.52671901614747,96118400
2019-01-18,240.34454345703125,240.81359645123314,237.22366192395435,239.00961423127913,127900300
2019-01-22,237.097412109375,239.08180391476336,235.47383883339475,238.86533481838973,115531200
2019-01-23,237.59356689453125,238.8383194775041,235.11309045143423,238.13476726016214,86030300
2019-01-24,237.71981811523438,238.30613453579437,236.3938896804009,237.41314434802976,59204100
2019-01-25,239.73117065429688,240.56101449906106,237.81895410843563,239.5778200701863,96883400
2019-01-28,237.90921020507812,237.97232866953124,236.1322864214576,237.57547786184674,85613700
2019-01-29,237.59356689453125,238.6218228152953,236.7547214674301,238.05359133430662,66136300
2019-01-30,241.35479736328125,242.20267130808887,238.35117872697282,239.11787676556534,92473700
2019-01-31,243.47451782226562,243.96160085735715,241.0752175347446,241.29171417622499,104012100
2019-02-01,243.59170532226562,244.6199883512803,242.7979487791489,243.6728812150958,85782500
2019-02-04,245.3055419921875,245.36868798847547,242.96035914748498,243.63685261076898,60744800
2019-02-05,246.3338165283203,246.64049025093644,245.233386099362,245.73849899856367,79552800
2019-02-06,246.00909423828125,246.55029451454612,245.26948230486175,246.05421031848053,58347800
2019-02-07,243.6639404296875,244.93572392590013,241.995251036936,244.38552245145536,95482000
2019-02-08,243.96160888671875,244.06081472544415,241.58033843820138,242.41018261690687,75788900
2019-02-11,244.09686279296875,244.8815907605334,243.56469126929375,244.6200331224038,68021400
2019-02-12,247.2357635498047,247.61458439314,245.648250421129,245.72042512329622,72270200
2019-02-13,248.03860473632812,248.8864788491874,247.6507550431203,248.07469209954996,65277200
2019-02-14,247.48831176757812,248.6248293131565,246.12629645670773,246.9471116255607,83234400
2019-02-15,250.18527221679688,250.22135956899243,249.06681203799414,249.2742523783037,97088700
2019-02-19,250.61822509765625,251.27666096382615,249.37347301286516,249.38250173210025,59120800
2019-02-20,251.123291015625,251.58331518540768,250.07697826325483,250.58209096762968,76610800
2019-02-21,250.23048400878906,250.84383159781402,249.2653465361029,250.48304051759902,64214700
2019-02-22,251.78182983398438,251.98024146698668,250.21234647120806,250.85275249809462,78114600
2019-02-25,252.1245880126953,253.73916008147697,252.04341210218746,253.21601726045242,69030700
2019-02-26,251.94415283203125,252.82808646555924,251.56530447010283,251.77277232622828,56844100
2019-02-27,251.8359375,252.18769973105702,250.2845116368961,251.2225626041049,56921600
2019-02-28,251.36688232421875,252.06143311360483,251.04217872911738,251.61943874038147,69268300
2019-03-01,252.93638610839844,253.35129435573074,251.49319467342295,252.9544160229478,78880500
2019-03-04,252.01634216308594,254.2442615846253,249.70724683467924,254.00073386402337,106494600
2019-03-05,251.67359924316406,252.34109151429863,251.12339777030178,252.14265232989476,59114600
2019-03-06,250.1492462158203,251.79990578294647,249.82454254617716,251.7908770610371,75039800
2019-03-07,248.05661010742188,249.84253507639158,247.20873617255438,249.69821318039422,94885100
2019-03-08,247.56051635742188,247.73189690091868,245.72047398501778,246.18949953603644,85795800
2019-03-11,251.15040588378906,251.312757676571,248.2550221395082,248.28208077163853,65098900
2019-03-12,252.0975341796875,252.62070453727017,251.52027407399112,251.70968453545203,79667500
2019-03-13,253.76622009277344,254.70429871914848,252.8281414663984,252.9905208148824,80639200
2019-03-14,253.6038818359375,254.21722932474097,253.16191489938655,253.79329230494642,67518400
2019-03-15,254.8568115234375,255.67217385267998,253.96895656840164,254.15922897523242,81309000
2019-03-18,255.7809295654297,256.0799133150397,254.8477872930895,255.07427840431615,62199800
2019-03-19,255.8443603515625,257.6200429682654,254.94746437513834,256.8499952883836,90268100
2019-03-20,255.07424926757812,256.84089079248156,253.95993082224794,255.62690189271967,84609200
2019-03-21,257.9552307128906,258.3628980680716,254.20452515820386,254.24983996289302,79550400
2019-03-22,252.99057006835938,257.1126972144551,252.9271459220279,256.587250003893,122659300
2019-03-25,252.80027770996094,253.84213109117314,251.53193326118802,252.6462516189721,85575200
2019-03-26,254.68463134765625,255.6449511119168,253.2713295192037,254.56685158731338,68125900
2019-03-27,253.3529510498047,255.26455040212429,251.7946911013503,254.67565139568228,72224700
2019-03-28,254.31326293945312,254.76624514650106,252.82749567721262,253.98712902134173,56238500
2019-03-29,255.91673278808594,256.2428665725678,254.7027442883561,255.83519934196548,82186800
2019-04-01,258.95172119140625,259.2507048441099,257.656199090575,257.928004924654,77617900
2019-04-02,259.07861328125,259.3141728477435,258.28136026958236,259.14203741805,40070400
2019-04-03,259.4863586425781,260.70034772857946,258.8793502756565,260.301721145374,68243200
2019-04-04,260.1748962402344,260.42856521164214,259.1149331856479,259.8125159450582,48997500
2019-04-05,261.43414306640625,261.4884987164008,260.5553565277104,260.84527175957334,58621700
2019-04-08,261.6333923339844,261.74210360738147,260.34691108717846,261.0082748641195,53566300
2019-04-09,260.2926330566406,260.99021570081044,259.7400080361632,260.66408178338236,66142300
2019-04-10,261.180419921875,261.2710218690004,260.2925650765783,260.70930085595603,52601500
2019-04-11,261.1080017089844,261.6787637258998,260.53723969206897,261.66969523425337,55093100
2019-04-12,262.8746032714844,263.155449991232,261.15327663978843,262.72964566647977,69727800
2019-04-15,262.7024841308594,263.04675500811027,261.8961625869993,262.9470845525618,49596700
2019-04-16,262.8746032714844,263.644678452143,262.27666351877895,263.5903228062458,52153200
2019-04-17,262.2313537597656,264.02514521542753,261.8145903133623,263.99796739482156,58268300
2019-04-18,262.7477722167969,263.0195781119303,261.51567396527366,262.8202648479676,68708500
